Fonte	Region	Class	Country .interpreted.	County	Scientific name	Longitude	Latitude
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	0.055	46.687
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	0.023	44.884
GBIF	Europa	NATIVE	Italy	Castelfeder	Onthophagus taurus	11.290	46.340
GBIF	Europa	NATIVE	Spain	Siguenza	Onthophagus taurus	-2.585	41.054
GBIF	Europa	NATIVE	Spain	Aldeaseca de la Armuña	Onthophagus taurus	-5.677	41.023
GBIF	Europa	NATIVE	Spain	Villavelayo	Onthophagus taurus	-2.980	42.130
GBIF	Europa	NATIVE	Spain	El Tiemblo	Onthophagus taurus	-4.355	40.326
GBIF	Europa	NATIVE	Spain	Somosierra	Onthophagus taurus	-3.538	41.143
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.336	48.165
GBIF	Europa	NATIVE	Spain	 	Onthophagus taurus	-2.828	38.892
GBIF	Europa	NATIVE	Spain	Arroyo Arenosillo	Onthophagus taurus	-4.426	38.072
GBIF	Europa	NATIVE	Spain	Los Molinos	Onthophagus taurus	-4.127	40.779
GBIF	Europa	NATIVE	Portugal	Goes	Onthophagus taurus	-8.121	40.150
GBIF	Europa	NATIVE	Spain	Linares	Onthophagus taurus	-3.628	38.079
GBIF	Europa	NATIVE	Spain	Bermeo	Onthophagus taurus	-2.697	42.495
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.618	45.344
GBIF	Europa	NATIVE	Spain	Corao	Onthophagus taurus	-5.000	43.000
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.673	43.651
GBIF	Europa	NATIVE	Spain	Talavera de la Reina	Onthophagus taurus	-4.816	39.959
GBIF	Europa	NATIVE	Spain	Mombeltran	Onthophagus taurus	-5.061	40.315
GBIF	Europa	NATIVE	Spain	Fuente el Corcho	Onthophagus taurus	-5.229	38.240
GBIF	Europa	NATIVE	Spain	Corporales	Onthophagus taurus	-6.515	42.288
GBIF	Europa	NATIVE	Spain	Atxondo	Onthophagus taurus	-2.571	43.125
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	6.391	43.341
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.052	43.569
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.792	45.098
GBIF	Europa	NATIVE	Spain	Sanlúcar de Barrameda	Onthophagus taurus	-6.368	36.790
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.643	43.182
GBIF	Europa	NATIVE	Spain	Capdellá	Onthophagus taurus	2.475	39.612
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.614	42.974
GBIF	Europa	NATIVE	Spain	Cabañaquinta, Misiegos	Onthophagus taurus	-5.630	43.170
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	6.389	45.413
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.251	45.237
GBIF	Europa	NATIVE	Spain	Puente de Orbigo	Onthophagus taurus	-5.859	42.460
GBIF	Europa	NATIVE	Spain	Covaleda	Onthophagus taurus	-2.880	41.930
GBIF	Europa	NATIVE	Spain	Olivenza	Onthophagus taurus	-6.989	38.694
GBIF	Europa	NATIVE	Spain	El Paular	Onthophagus taurus	-3.891	40.871
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.627	45.135
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.113	45.061
GBIF	Europa	NATIVE	Portugal	Estremoz	Onthophagus taurus	-7.906	38.887
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.541	43.786
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.401	43.277
GBIF	Europa	NATIVE	Spain	Puigpuñent	Onthophagus taurus	2.591	39.702
GBIF	Europa	NATIVE	Spain	Descargamaria	Onthophagus taurus	-6.485	40.305
GBIF	Europa	NATIVE	Spain	 	Onthophagus taurus	2.575	42.135
GBIF	Europa	NATIVE	Spain	Puerto del Pico	Onthophagus taurus	-4.946	40.407
GBIF	Europa	NATIVE	Spain	Canencia	Onthophagus taurus	-3.773	40.872
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.546	46.274
GBIF	Europa	NATIVE	Spain	Camposagrado	Onthophagus taurus	-5.750	42.733
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.987	43.050
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-1.756	49.421
GBIF	Europa	NATIVE	Spain	Sevilla	Onthophagus taurus	-6.033	37.413
GBIF	Europa	NATIVE	Spain	El Payo	Onthophagus taurus	-6.710	40.221
GBIF	Europa	NATIVE	Spain	San Lorenzo	Onthophagus taurus	3.290	39.613
GBIF	Europa	NATIVE	Spain	El Castillo	Onthophagus taurus	-6.354	40.303
GBIF	Europa	NATIVE	Spain	Eljas	Onthophagus taurus	-6.845	40.218
GBIF	Europa	NATIVE	Spain	La Vía	Onthophagus taurus	-5.897	43.269
GBIF	Europa	NATIVE	Spain	Oviedo	Onthophagus taurus	-5.901	43.359
GBIF	Europa	NATIVE	Spain	Aldehuela de la Bóveda	Onthophagus taurus	-6.096	40.838
Palestrini & Rolando 2001	Europa	NATIVE	Italy	Turin	Onthophagus taurus	7.670	45.050
GBIF	Europa	NATIVE	Spain	Volcaprau, Covaleda	Onthophagus taurus	-2.880	41.930
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.925	45.756
GBIF	Europa	NATIVE	Spain	Molino de los Balcones	Onthophagus taurus	-4.304	37.623
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	0.285	47.324
GBIF	Europa	NATIVE	Spain	Jerte	Onthophagus taurus	-5.750	40.223
GBIF	Europa	NATIVE	Spain	Zafra	Onthophagus taurus	-6.428	38.323
GBIF	Europa	NATIVE	Spain	Rosas	Onthophagus taurus	3.181	42.315
GBIF	Europa	NATIVE	Spain	Plasencia	Onthophagus taurus	-5.872	40.028
GBIF	Europa	NATIVE	Spain	Trujillo	Onthophagus taurus	-6.153	39.488
GBIF	Europa	NATIVE	Spain	Linares de Riofrío	Onthophagus taurus	-5.895	40.568
GBIF	Europa	NATIVE	Spain	Narros de Matalayegua	Onthophagus taurus	-5.899	40.658
GBIF	Europa	NATIVE	Spain	Vada	Onthophagus taurus	-4.661	43.114
GBIF	Europa	NATIVE	Spain	Vitigudino	Onthophagus taurus	-6.430	41.020
GBIF	Europa	NATIVE	Spain	Guijo de Coria	Onthophagus taurus	-6.595	40.128
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.574	42.674
GBIF	Europa	NATIVE	Spain	Mozoncillo	Onthophagus taurus	-5.324	41.121
GBIF	Europa	NATIVE	Spain	Valdeteja	Onthophagus taurus	-5.391	42.921
GBIF	Europa	NATIVE	Portugal	Vila do Conde	Onthophagus taurus	-8.703	41.324
GBIF	Europa	NATIVE	Spain	Vega de Gordón	Onthophagus taurus	-5.635	42.915
GBIF	Europa	NATIVE	Spain	Geras	Onthophagus taurus	-5.758	42.913
GBIF	Europa	NATIVE	Spain	Castrocontrigo	Onthophagus taurus	-6.156	42.190
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.117	47.404
GBIF	Europa	NATIVE	Spain	Benamahoma	Onthophagus taurus	-5.411	36.795
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.544	43.473
GBIF	Europa	NATIVE	Spain	Bermellar	Onthophagus taurus	-7.000	41.000
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.993	45.717
GBIF	Europa	NATIVE	Spain	Güejar-Sierra	Onthophagus taurus	-3.396	37.179
GBIF	Europa	NATIVE	Spain	Balboa	Onthophagus taurus	-6.863	42.746
GBIF	Europa	NATIVE	Spain	Torrecilla de la Tiesa	Onthophagus taurus	-5.857	39.668
GBIF	Europa	NATIVE	Spain	Dos Hermanas	Onthophagus taurus	-5.879	37.325
GBIF	Europa	NATIVE	Portugal	Montemor-o-Novo	Onthophagus taurus	-8.254	38.709
GBIF	Europa	NATIVE	Spain	San Agustín de Guadalix	Onthophagus taurus	-3.652	40.692
GBIF	Europa	NATIVE	Spain	Piélagos	Onthophagus taurus	-3.927	43.392
GBIF	Europa	NATIVE	Spain	Soria	Onthophagus taurus	-1.498	41.765
GBIF	Europa	NATIVE	Spain	Cabezabellosa	Onthophagus taurus	-6.002	40.138
GBIF	Europa	NATIVE	Spain	Lebeña	Onthophagus taurus	-4.540	43.206
GBIF	Europa	NATIVE	Spain	Tolosa	Onthophagus taurus	-2.079	43.122
GBIF	Europa	NATIVE	Spain	Barbastro	Onthophagus taurus	0.161	42.010
GBIF	Europa	NATIVE	Spain	Fregenal de la Sierra	Onthophagus taurus	-6.662	38.148
GBIF	Europa	NATIVE	Spain	Sacedón	Onthophagus taurus	-2.706	40.513
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.186	44.092
GBIF	Europa	NATIVE	Spain	Almaraz	Onthophagus taurus	-5.631	39.853
GBIF	Europa	NATIVE	Spain	León	Onthophagus taurus	-5.624	42.646
GBIF	Europa	NATIVE	Spain	Medina Sidonia	Onthophagus taurus	-5.849	36.515
GBIF	Europa	NATIVE	Spain	Torremocha	Onthophagus taurus	-6.156	39.398
GBIF	Europa	NATIVE	Spain	Pilas	Onthophagus taurus	-6.236	37.328
GBIF	Europa	NATIVE	Spain	Piornal	Onthophagus taurus	-5.759	40.121
GBIF	Europa	NATIVE	Spain	Milagro	Onthophagus taurus	-1.729	42.218
GBIF	Europa	NATIVE	Portugal	Serra do Gerês	Onthophagus taurus	-8.219	41.772
GBIF	Europa	NATIVE	Spain	Llanes	Onthophagus taurus	-4.915	43.380
GBIF	Europa	NATIVE	Spain	Vega de Orandi	Onthophagus taurus	-5.035	43.288
GBIF	Europa	NATIVE	Spain	Villarejo de Salvanes	Onthophagus taurus	-3.295	40.153
GBIF	Europa	NATIVE	Spain	Horcajo Trevelez	Onthophagus taurus	-3.283	37.089
GBIF	Europa	NATIVE	Spain	El Bodón	Onthophagus taurus	-6.583	40.488
GBIF	Europa	NATIVE	Spain	Deleitosa	Onthophagus taurus	-5.625	39.673
GBIF	Europa	NATIVE	Spain	Nuñomoral	Onthophagus taurus	-6.233	40.391
GBIF	Europa	NATIVE	Spain	Utrera	Onthophagus taurus	-5.760	37.147
GBIF	Europa	NATIVE	Spain	 	Onthophagus taurus	-3.804	43.393
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.425	43.655
GBIF	Europa	NATIVE	Spain	Avila	Onthophagus taurus	-4.599	40.683
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.124	46.079
GBIF	Europa	NATIVE	Spain	Mazagón	Onthophagus taurus	-6.805	37.159
GBIF	Europa	NATIVE	Spain	Alaejos	Onthophagus taurus	-5.211	41.303
GBIF	Europa	NATIVE	Spain	Denia	Onthophagus taurus	0.175	38.858
GBIF	Europa	NATIVE	Spain	Navalmoral de la Mata	Onthophagus taurus	-5.518	39.946
GBIF	Europa	NATIVE	Spain	 	Onthophagus taurus	-6.468	37.152
GBIF	Europa	NATIVE	Spain	Castrillón	Onthophagus taurus	-6.841	43.376
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.255	47.490
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	0.098	43.445
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.569	46.219
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.936	45.825
GBIF	Europa	NATIVE	Spain	Garray	Onthophagus taurus	-2.460	41.774
GBIF	Europa	NATIVE	Spain	Cilleros	Onthophagus taurus	-6.830	40.133
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.051	43.825
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	0.656	44.899
GBIF	Europa	NATIVE	Spain	Berzocana	Onthophagus taurus	-5.498	39.406
GBIF	Europa	NATIVE	Spain	La Palma del Condado	Onthophagus taurus	-6.572	37.425
GBIF	Europa	NATIVE	Spain	Ribadeo	Onthophagus taurus	-6.587	43.551
GBIF	Europa	NATIVE	Spain	El Algar	Onthophagus taurus	-5.629	36.610
GBIF	Europa	NATIVE	Spain	Valduvieco	Onthophagus taurus	-5.380	42.651
GBIF	Europa	NATIVE	Spain	Arenas de San Pedro	Onthophagus taurus	-5.407	40.128
GBIF	Europa	NATIVE	Spain	Doñana	Onthophagus taurus	-6.474	36.972
GBIF	Europa	NATIVE	Spain	Cuenca	Onthophagus taurus	-2.121	40.150
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	0.319	43.991
GBIF	Europa	NATIVE	Spain	Tielve	Onthophagus taurus	-4.789	43.292
GBIF	Europa	NATIVE	Spain	Castañar de Ibor	Onthophagus taurus	-5.388	39.588
GBIF	Europa	NATIVE	Spain	Descargamaría	Onthophagus taurus	-6.471	40.306
GBIF	Europa	NATIVE	Spain	Almonte	Onthophagus taurus	-6.577	37.245
GBIF	Europa	NATIVE	Spain	Masueco	Onthophagus taurus	-6.556	41.209
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	6.045	43.802
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	6.106	47.224
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.797	43.649
GBIF	Europa	NATIVE	Spain	Sancti Spiritus	Onthophagus taurus	-6.455	40.756
GBIF	Europa	NATIVE	Spain	Castillejo de Martín Viejo	Onthophagus taurus	-6.576	40.669
GBIF	Europa	NATIVE	Spain	Pravia	Onthophagus taurus	-6.097	43.449
GBIF	Europa	NATIVE	Spain	Medina del Campo	Onthophagus taurus	-4.972	41.308
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.143	49.320
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.053	47.337
GBIF	Europa	NATIVE	Portugal	Odivelas	Onthophagus taurus	-8.145	38.168
GBIF	Europa	NATIVE	Spain	El Bosque	Onthophagus taurus	-5.523	36.792
GBIF	Europa	NATIVE	Spain	Alburquerque	Onthophagus taurus	-6.861	39.143
GBIF	Europa	NATIVE	Spain	Piornal	Onthophagus taurus	-5.847	40.118
GBIF	Europa	NATIVE	Spain	Hoyos del Espino	Onthophagus taurus	-5.296	40.311
GBIF	Europa	NATIVE	Spain	Hellín	Onthophagus taurus	-1.682	38.524
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.915	43.467
GBIF	Europa	NATIVE	Spain	Xantes	Onthophagus taurus	-6.860	42.836
GBIF	Europa	NATIVE	Spain	Moguer	Onthophagus taurus	-6.803	37.249
GBIF	Europa	NATIVE	Spain	Bielsa	Onthophagus taurus	0.254	42.643
GBIF	Europa	NATIVE	Spain	Vejer de la Frontera	Onthophagus taurus	-5.949	36.242
GBIF	Europa	NATIVE	Spain	Spain, Valencia, Altea	Onthophagus taurus	-0.050	38.600
GBIF	Europa	NATIVE	Spain	Sa Cabaneta	Onthophagus taurus	2.750	39.620
GBIF	Europa	NATIVE	Spain	Algeciras	Onthophagus taurus	-5.503	36.162
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.967	48.599
GBIF	Europa	NATIVE	Spain	Benaoján Montejaque	Onthophagus taurus	-5.296	36.707
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.150	49.141
GBIF	Europa	NATIVE	Spain	Saucelle	Onthophagus taurus	-6.801	41.033
GBIF	Europa	NATIVE	Spain	Piedras Albas	Onthophagus taurus	-6.958	39.775
GBIF	Europa	NATIVE	Spain	Sobradillo	Onthophagus taurus	-6.804	40.943
GBIF	Europa	NATIVE	Spain	Nuñomoral	Onthophagus taurus	-6.245	40.408
GBIF	Europa	NATIVE	Portugal	Serra de Monchique	Onthophagus taurus	-8.606	37.359
GBIF	Europa	NATIVE	Netherlands	Netherlands, Limburg, Meerssen	Onthophagus taurus	5.750	50.880
GBIF	Europa	NATIVE	Spain	Totana	Onthophagus taurus	-1.468	37.801
GBIF	Europa	NATIVE	Spain	 	Onthophagus taurus	-1.099	43.020
GBIF	Europa	NATIVE	Spain	Montealegre del Castillo	Onthophagus taurus	-1.334	38.700
GBIF	Europa	NATIVE	Poland	Kra?nik Fabryczny	Onthophagus taurus	22.163	50.961
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.148	45.359
GBIF	Europa	NATIVE	Spain	Ayora	Onthophagus taurus	-1.094	39.057
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.974	47.227
GBIF	Europa	NATIVE	Spain	Puente de las Herrerias	Onthophagus taurus	-2.944	37.901
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	6.134	43.169
GBIF	Europa	NATIVE	Spain	Peramola	Onthophagus taurus	1.270	42.050
GBIF	Europa	NATIVE	Spain	Alto de Aralla	Onthophagus taurus	-6.625	42.920
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.437	44.023
GBIF	Europa	NATIVE	Spain	San Roque	Onthophagus taurus	-5.280	36.166
GBIF	Europa	NATIVE	Spain	Aº Malagón	Onthophagus taurus	-5.126	38.602
GBIF	Europa	NATIVE	Spain	Riaza	Onthophagus taurus	-3.419	41.234
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.306	44.652
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.174	43.478
GBIF	Europa	NATIVE	Spain	Sierra de Onil	Onthophagus taurus	-0.664	38.652
GBIF	Europa	NATIVE	France	France, Dordogne, Cénac-et-Saint-Julien	Onthophagus taurus	1.204	44.799
GBIF	Europa	NATIVE	Spain	Muñopedro	Onthophagus taurus	-4.485	40.865
GBIF	Europa	NATIVE	Spain	Hecho	Onthophagus taurus	-0.741	42.743
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.175	45.011
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	7.078	47.825
GBIF	Europa	NATIVE	Spain	Canales de la Sierra	Onthophagus taurus	-3.020	42.150
GBIF	Europa	NATIVE	Spain	Cabo Roche	Onthophagus taurus	-6.160	36.334
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.473	48.434
GBIF	Europa	NATIVE	Spain	La Granjuela	Onthophagus taurus	-5.346	38.328
GBIF	Europa	NATIVE	Spain	Lemona	Onthophagus taurus	-2.817	43.216
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	6.830	48.103
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.252	43.075
GBIF	Europa	NATIVE	Spain	Vilaxe	Onthophagus taurus	-7.214	43.292
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	7.397	48.444
GBIF	Europa	NATIVE	Spain	Ontur	Onthophagus taurus	-1.451	38.611
GBIF	Europa	NATIVE	Spain	La Flecha	Onthophagus taurus	-4.743	41.672
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	6.895	43.504
GBIF	Europa	NATIVE	Spain	Tapia de Casariego	Onthophagus taurus	-6.959	43.558
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.443	44.375
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.077	49.025
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.301	43.656
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	6.992	48.458
GBIF	Europa	NATIVE	Spain	Villanueva de Córdoba	Onthophagus taurus	-4.620	38.330
GBIF	Europa	NATIVE	Spain	Golpejas	Onthophagus taurus	-5.915	41.017
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	0.594	49.311
GBIF	Europa	NATIVE	Spain	Estepona	Onthophagus taurus	-5.177	36.439
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	7.025	43.590
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	7.292	43.850
GBIF	Europa	NATIVE	Spain	Calzada de Valdunciel	Onthophagus taurus	-5.681	41.113
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.691	43.484
GBIF	Europa	NATIVE	Spain	Arroyo Bejarano	Onthophagus taurus	-4.880	37.976
GBIF	Europa	NATIVE	Spain	Santiesteban del Puerto	Onthophagus taurus	-3.173	38.261
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.247	49.063
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	6.203	48.842
GBIF	Europa	NATIVE	Spain	Pantano de Guadalmellato	Onthophagus taurus	-4.654	38.069
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.434	48.966
GBIF	Europa	NATIVE	Spain	Lumbier	Onthophagus taurus	-1.354	42.664
GBIF	Europa	NATIVE	Spain	Galera	Onthophagus taurus	-2.604	37.720
GBIF	Europa	NATIVE	Spain	Devesa	Onthophagus taurus	-7.082	43.560
GBIF	Europa	NATIVE	Spain	Almodóvar del Río	Onthophagus taurus	-4.989	37.794
GBIF	Europa	NATIVE	Spain	Río Guadalquivir	Onthophagus taurus	-4.764	37.887
GBIF	Europa	NATIVE	Spain	Arroletza	Onthophagus taurus	-2.940	43.216
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-1.412	48.623
GBIF	Europa	NATIVE	Spain	Quintanar de la Sierra	Onthophagus taurus	-3.039	41.983
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-1.375	43.306
GBIF	Europa	NATIVE	Spain	Baztán	Onthophagus taurus	-1.465	43.116
GBIF	Europa	NATIVE	Spain	Badajoz	Onthophagus taurus	-7.004	38.154
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-1.505	43.390
GBIF	Europa	NATIVE	Spain	Revilla de Pomar	Onthophagus taurus	-4.162	42.760
GBIF	Europa	NATIVE	Spain	Espejo	Onthophagus taurus	-4.533	37.710
GBIF	Europa	NATIVE	Spain	San Vicente de la Barquera	Onthophagus taurus	-4.421	43.387
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.324	43.741
GBIF	Europa	NATIVE	Spain	Piña de Campos	Onthophagus taurus	-4.395	42.217
GBIF	Europa	NATIVE	Spain	Salinas de Pisuerga	Onthophagus taurus	-4.409	42.847
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.112	48.972
GBIF	Europa	NATIVE	Spain	Puerto de Santa María	Onthophagus taurus	-6.262	36.607
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.284	49.232
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	6.257	43.165
GBIF	Europa	NATIVE	Spain	Torrestío	Onthophagus taurus	-6.028	43.087
GBIF	Europa	NATIVE	Spain	Arcos de la Frontera	Onthophagus taurus	-5.859	36.785
GBIF	Europa	NATIVE	Spain	Comasema	Onthophagus taurus	-8.750	42.200
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	8.621	42.166
GBIF	Europa	NATIVE	Spain	Valdefuentes del Páramo	Onthophagus taurus	-5.730	42.283
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.007	43.082
GBIF	Europa	NATIVE	Spain	Medina del Pomar	Onthophagus taurus	-3.554	43.034
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.662	48.435
GBIF	Europa	NATIVE	Spain	Isla Cristina	Onthophagus taurus	-7.368	37.168
GBIF	Europa	NATIVE	Spain	Villaverde de Trucios	Onthophagus taurus	-3.309	43.215
GBIF	Europa	NATIVE	Spain	Cartaya	Onthophagus taurus	-7.141	37.255
GBIF	Europa	NATIVE	Spain	Cuevas de Almanzora	Onthophagus taurus	-1.930	37.265
GBIF	Europa	NATIVE	Spain	Villamañán	Onthophagus taurus	-5.609	42.286
GBIF	Europa	NATIVE	Spain	Arroyo Campo de Aras	Onthophagus taurus	-4.413	37.351
GBIF	Europa	NATIVE	Spain	Jerez de la Frontera	Onthophagus taurus	-5.744	36.697
GBIF	Europa	NATIVE	Spain	Málaga	Onthophagus taurus	-4.401	36.721
GBIF	Europa	NATIVE	Spain	Facinas	Onthophagus taurus	-5.725	36.157
GBIF	Europa	NATIVE	Spain	Villablino	Onthophagus taurus	-6.367	42.915
GBIF	Europa	NATIVE	Spain	Las Negras	Onthophagus taurus	-2.047	36.905
GBIF	Europa	NATIVE	Spain	Canjayar	Onthophagus taurus	-2.720	36.999
GBIF	Europa	NATIVE	Spain	Valmaseda	Onthophagus taurus	-3.186	43.216
GBIF	Europa	NATIVE	Spain	Laguna de Negrillos	Onthophagus taurus	-5.605	42.196
GBIF	Europa	NATIVE	Spain	Somorrostro	Onthophagus taurus	-3.063	43.306
GBIF	Europa	NATIVE	Spain	San Sebastián	Onthophagus taurus	-1.953	43.301
GBIF	Europa	NATIVE	Spain	Tarifa	Onthophagus taurus	-5.608	35.979
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.002	49.408
GBIF	Europa	NATIVE	Spain	Berja	Onthophagus taurus	-2.833	36.819
GBIF	Europa	NATIVE	Spain	Conil	Onthophagus taurus	-5.617	36.250
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.523	48.884
GBIF	Europa	NATIVE	Spain	Almería	Onthophagus taurus	-2.497	36.818
GBIF	Europa	NATIVE	Spain	La Cañada de S. Urbano	Onthophagus taurus	-2.385	36.817
GBIF	Europa	NATIVE	Spain	Adra	Onthophagus taurus	-3.057	36.729
GBIF	Europa	NATIVE	Spain	Cabranes	Onthophagus taurus	-5.408	43.371
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.558	43.663
GBIF	Europa	NATIVE	Spain	Santillan	Onthophagus taurus	-5.158	43.286
GBIF	Europa	NATIVE	United Kingdom	No site name available	Onthophagus taurus	-1.638	50.857
GBIF	Europa	NATIVE	Spain	Alcaracejos	Onthophagus taurus	-4.970	38.380
GBIF	Europa	NATIVE	Spain	Santibáñez de la Sierra	Onthophagus taurus	-5.920	40.500
GBIF	Europa	NATIVE	Poland	Warta, Rogalin	Onthophagus taurus	16.935	52.234
GBIF	Europa	NATIVE	Spain	Muros	Onthophagus taurus	-9.063	42.766
GBIF	Europa	NATIVE	Spain	Barcelona	Onthophagus taurus	2.080	41.300
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-3.067	47.648
GBIF	Europa	NATIVE	Slovakia	Slovenský kras, Ke?ovské škrapy	Onthophagus taurus	20.489	48.495
GBIF	Europa	NATIVE	Portugal	Sintra	Onthophagus taurus	-9.405	38.891
GBIF	Europa	NATIVE	Austria	Feldkirch	Onthophagus taurus	9.590	47.230
GBIF	Europa	NATIVE	Russian Federation	Dagestanskaya, Derbent	Onthophagus taurus	40.020	44.380
GBIF	Australia and New Zealand	OCEANIC	Australia	Flinders Island, N.E. Tasmania	Onthophagus taurus	148.000	-40.000
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.731	-32.762
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.637	-36.490
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.155	-36.638
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.446	-31.756
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.324	-36.465
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	117.037	-33.891
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.739	-36.226
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.723	-31.279
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.654	-36.461
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.382	-36.516
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.493	-36.202
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.280	-35.809
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.852	-36.596
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.839	-32.178
